id	jurisdiction	variant	percent	origin_samples	collection_date	month	day	year
868	nj	AY.124	3.0478	a53	11/29/2025	11	29	2025
869	nj	AY.127	3.0478	a53	11/29/2025	11	29	2025
870	nj	AY.26	5.5557	a53	11/29/2025	11	29	2025
871	nj	AY.33	3.0478	a53	11/29/2025	11	29	2025
872	nj	AY.38	5.5557	a53	11/29/2025	11	29	2025
873	nj	AY.4	3.0478	a53	11/29/2025	11	29	2025
874	nj	AY.4.3	3.0478	a53	11/29/2025	11	29	2025
875	nj	AY.44	3.0478	a53	11/29/2025	11	29	2025
876	nj	AY.45	3.0478	a53	11/29/2025	11	29	2025
877	nj	AY.58	5.5557	a53	11/29/2025	11	29	2025
878	nj	AY.59	5.5557	a53	11/29/2025	11	29	2025
879	nj	AY.61	5.5557	a53	11/29/2025	11	29	2025
880	nj	AY.67	5.5557	a53	11/29/2025	11	29	2025
881	nj	AY.71	5.5557	a53	11/29/2025	11	29	2025
882	nj	AY.75	5.5557	a53	11/29/2025	11	29	2025
883	nj	AY.75.2	5.5557	a53	11/29/2025	11	29	2025
884	nj	AY.77	3.0478	a53	11/29/2025	11	29	2025
885	nj	AY.80	3.0478	a53	11/29/2025	11	29	2025
886	nj	AY.98	3.0478	a53	11/29/2025	11	29	2025
887	nj	B.1.617.2	10.3773	a53	11/29/2025	11	29	2025
888	nj	AY.111	3.0478	a77	12/6/2025	12	6	2025
889	nj	AY.119	3.0478	a77	12/6/2025	12	6	2025
890	nj	AY.119.2	3.0478	a77	12/6/2025	12	6	2025
891	nj	AY.124	3.0478	a77	12/6/2025	12	6	2025
892	nj	AY.127	3.0478	a77	12/6/2025	12	6	2025
893	nj	AY.26	5.5557	a77	12/6/2025	12	6	2025
894	nj	AY.33	3.0478	a77	12/6/2025	12	6	2025
895	nj	AY.38	5.5557	a77	12/6/2025	12	6	2025
896	nj	AY.4	3.0478	a77	12/6/2025	12	6	2025
897	nj	AY.4.3	3.0478	a77	12/6/2025	12	6	2025
898	nj	AY.44	3.0478	a77	12/6/2025	12	6	2025
899	nj	AY.45	3.0478	a77	12/6/2025	12	6	2025
900	nj	AY.58	5.5557	a77	12/6/2025	12	6	2025
901	nj	AY.59	5.5557	a77	12/6/2025	12	6	2025
902	nj	AY.61	5.5557	a77	12/6/2025	12	6	2025
903	nj	AY.67	5.5557	a77	12/6/2025	12	6	2025
904	nj	AY.71	5.5557	a77	12/6/2025	12	6	2025
905	nj	AY.75	5.5557	a77	12/6/2025	12	6	2025
906	nj	AY.75.2	5.5557	a77	12/6/2025	12	6	2025
907	nj	AY.77	3.0478	a77	12/6/2025	12	6	2025
908	nj	AY.80	3.0478	a77	12/6/2025	12	6	2025
909	nj	AY.98	3.0478	a77	12/6/2025	12	6	2025
910	nj	B.1.617.2	10.3773	a77	12/6/2025	12	6	2025
911	nm	AY.111	3.0478	a21	11/22/2025	11	22	2025
912	nm	AY.119	3.0478	a21	11/22/2025	11	22	2025
913	nm	AY.119.2	3.0478	a21	11/22/2025	11	22	2025
914	nm	AY.124	3.0478	a21	11/22/2025	11	22	2025
915	nm	AY.127	3.0478	a21	11/22/2025	11	22	2025
916	nm	AY.26	5.5557	a21	11/22/2025	11	22	2025
917	nm	AY.33	3.0478	a21	11/22/2025	11	22	2025
918	nm	AY.38	5.5557	a21	11/22/2025	11	22	2025
919	nm	AY.4	3.0478	a21	11/22/2025	11	22	2025
920	nm	AY.4.3	3.0478	a21	11/22/2025	11	22	2025
921	nm	AY.44	3.0478	a21	11/22/2025	11	22	2025
922	nm	AY.45	3.0478	a21	11/22/2025	11	22	2025
923	nm	AY.58	5.5557	a21	11/22/2025	11	22	2025
924	nm	AY.59	5.5557	a21	11/22/2025	11	22	2025
925	nm	AY.61	5.5557	a21	11/22/2025	11	22	2025
926	nm	AY.67	5.5557	a21	11/22/2025	11	22	2025
927	nm	AY.71	5.5557	a21	11/22/2025	11	22	2025
928	nm	AY.75	5.5557	a21	11/22/2025	11	22	2025
929	nm	AY.75.2	5.5557	a21	11/22/2025	11	22	2025
930	nm	AY.77	3.0478	a21	11/22/2025	11	22	2025
931	nm	AY.80	3.0478	a21	11/22/2025	11	22	2025
932	nm	AY.98	3.0478	a21	11/22/2025	11	22	2025
933	nm	B.1.617.2	10.3773	a21	11/22/2025	11	22	2025
934	nm	AY.111	3.0478	a54	11/29/2025	11	29	2025
935	nm	AY.119	3.0478	a54	11/29/2025	11	29	2025
936	nm	AY.119.2	3.0478	a54	11/29/2025	11	29	2025
937	nm	AY.124	3.0478	a54	11/29/2025	11	29	2025
938	nm	AY.127	3.0478	a54	11/29/2025	11	29	2025
939	nm	AY.26	5.5557	a54	11/29/2025	11	29	2025
940	nm	AY.33	3.0478	a54	11/29/2025	11	29	2025
941	nm	AY.38	5.5557	a54	11/29/2025	11	29	2025
942	nm	AY.4	3.0478	a54	11/29/2025	11	29	2025
943	nm	AY.4.3	3.0478	a54	11/29/2025	11	29	2025
944	nm	AY.44	3.0478	a54	11/29/2025	11	29	2025
945	nm	AY.45	3.0478	a54	11/29/2025	11	29	2025
946	nm	AY.58	5.5557	a54	11/29/2025	11	29	2025
947	nm	AY.59	5.5557	a54	11/29/2025	11	29	2025
948	nm	AY.61	5.5557	a54	11/29/2025	11	29	2025
949	nm	AY.67	5.5557	a54	11/29/2025	11	29	2025
950	nm	AY.71	5.5557	a54	11/29/2025	11	29	2025
951	nm	AY.75	5.5557	a54	11/29/2025	11	29	2025
952	nm	AY.75.2	5.5557	a54	11/29/2025	11	29	2025
953	nm	AY.77	3.0478	a54	11/29/2025	11	29	2025
954	nm	AY.80	3.0478	a54	11/29/2025	11	29	2025
955	nm	AY.98	3.0478	a54	11/29/2025	11	29	2025
956	nm	B.1.617.2	10.3773	a54	11/29/2025	11	29	2025
957	nv	AY.111	3.0478	a22	11/22/2025	11	22	2025
958	nv	AY.119	3.0478	a22	11/22/2025	11	22	2025
959	nv	AY.119.2	3.0478	a22	11/22/2025	11	22	2025
960	nv	AY.124	3.0478	a22	11/22/2025	11	22	2025
961	nv	AY.127	3.0478	a22	11/22/2025	11	22	2025
962	nv	AY.26	5.5557	a22	11/22/2025	11	22	2025
963	nv	AY.33	3.0478	a22	11/22/2025	11	22	2025
964	nv	AY.38	5.5557	a22	11/22/2025	11	22	2025
965	nv	AY.4	3.0478	a22	11/22/2025	11	22	2025
966	nv	AY.4.3	3.0478	a22	11/22/2025	11	22	2025
967	nv	AY.44	3.0478	a22	11/22/2025	11	22	2025
968	nv	AY.45	3.0478	a22	11/22/2025	11	22	2025
969	nv	AY.58	5.5557	a22	11/22/2025	11	22	2025
970	nv	AY.59	5.5557	a22	11/22/2025	11	22	2025
971	nv	AY.61	5.5557	a22	11/22/2025	11	22	2025
972	nv	AY.67	5.5557	a22	11/22/2025	11	22	2025
973	nv	AY.71	5.5557	a22	11/22/2025	11	22	2025
974	nv	AY.75	5.5557	a22	11/22/2025	11	22	2025
975	nv	AY.75.2	5.5557	a22	11/22/2025	11	22	2025
976	nv	AY.77	3.0478	a22	11/22/2025	11	22	2025
977	nv	AY.80	3.0478	a22	11/22/2025	11	22	2025
978	nv	AY.98	3.0478	a22	11/22/2025	11	22	2025
979	nv	B.1.617.2	10.3773	a22	11/22/2025	11	22	2025
980	nv	AY.111	3.0478	a55	11/29/2025	11	29	2025
981	nv	AY.119	3.0478	a55	11/29/2025	11	29	2025
982	nv	AY.119.2	3.0478	a55	11/29/2025	11	29	2025
983	nv	AY.124	3.0478	a55	11/29/2025	11	29	2025
984	nv	AY.127	3.0478	a55	11/29/2025	11	29	2025
985	nv	AY.26	5.5557	a55	11/29/2025	11	29	2025
986	nv	AY.33	3.0478	a55	11/29/2025	11	29	2025
987	nv	AY.38	5.5557	a55	11/29/2025	11	29	2025
988	nv	AY.4	3.0478	a55	11/29/2025	11	29	2025
989	nv	AY.4.3	3.0478	a55	11/29/2025	11	29	2025
990	nv	AY.44	3.0478	a55	11/29/2025	11	29	2025
991	nv	AY.45	3.0478	a55	11/29/2025	11	29	2025
992	nv	AY.58	5.5557	a55	11/29/2025	11	29	2025
993	nv	AY.59	5.5557	a55	11/29/2025	11	29	2025
994	nv	AY.61	5.5557	a55	11/29/2025	11	29	2025
995	nv	AY.67	5.5557	a55	11/29/2025	11	29	2025
996	nv	AY.71	5.5557	a55	11/29/2025	11	29	2025
997	nv	AY.75	5.5557	a55	11/29/2025	11	29	2025
998	nv	AY.75.2	5.5557	a55	11/29/2025	11	29	2025
999	nv	AY.77	3.0478	a55	11/29/2025	11	29	2025
1000	nv	AY.80	3.0478	a55	11/29/2025	11	29	2025
1001	nv	AY.98	3.0478	a55	11/29/2025	11	29	2025
1002	nv	B.1.617.2	10.3773	a55	11/29/2025	11	29	2025
1003	oh	AY.111	3.0478	a56	11/29/2025	11	29	2025
1004	oh	AY.119	3.0478	a56	11/29/2025	11	29	2025
1005	oh	AY.119.2	3.0478	a56	11/29/2025	11	29	2025
1006	oh	AY.124	3.0478	a56	11/29/2025	11	29	2025
1007	oh	AY.127	3.0478	a56	11/29/2025	11	29	2025
1008	oh	AY.26	5.5557	a56	11/29/2025	11	29	2025
1009	oh	AY.33	3.0478	a56	11/29/2025	11	29	2025
1010	oh	AY.38	5.5557	a56	11/29/2025	11	29	2025
1011	oh	AY.4	3.0478	a56	11/29/2025	11	29	2025
1012	oh	AY.4.3	3.0478	a56	11/29/2025	11	29	2025
1013	oh	AY.44	3.0478	a56	11/29/2025	11	29	2025
1014	oh	AY.45	3.0478	a56	11/29/2025	11	29	2025
1015	oh	AY.58	5.5557	a56	11/29/2025	11	29	2025
1016	oh	AY.59	5.5557	a56	11/29/2025	11	29	2025
1017	oh	AY.61	5.5557	a56	11/29/2025	11	29	2025
1018	oh	AY.67	5.5557	a56	11/29/2025	11	29	2025
1019	oh	AY.71	5.5557	a56	11/29/2025	11	29	2025
1020	oh	AY.75	5.5557	a56	11/29/2025	11	29	2025
1021	oh	AY.75.2	5.5557	a56	11/29/2025	11	29	2025
1022	oh	AY.77	3.0478	a56	11/29/2025	11	29	2025
1023	oh	AY.80	3.0478	a56	11/29/2025	11	29	2025
1024	oh	AY.98	3.0478	a56	11/29/2025	11	29	2025
1025	oh	B.1.617.2	10.3773	a56	11/29/2025	11	29	2025
1026	oh	AY.111	3.0478	a78	12/6/2025	12	6	2025
1027	oh	AY.119	3.0478	a78	12/6/2025	12	6	2025
1028	oh	AY.119.2	3.0478	a78	12/6/2025	12	6	2025
1029	oh	AY.124	3.0478	a78	12/6/2025	12	6	2025
1030	oh	AY.127	3.0478	a78	12/6/2025	12	6	2025
1031	oh	AY.26	5.5557	a78	12/6/2025	12	6	2025
1032	oh	AY.33	3.0478	a78	12/6/2025	12	6	2025
1033	oh	AY.38	5.5557	a78	12/6/2025	12	6	2025
1034	oh	AY.4	3.0478	a78	12/6/2025	12	6	2025
1035	oh	AY.4.3	3.0478	a78	12/6/2025	12	6	2025
1036	oh	AY.44	3.0478	a78	12/6/2025	12	6	2025
1037	oh	AY.45	3.0478	a78	12/6/2025	12	6	2025
1038	oh	AY.58	5.5557	a78	12/6/2025	12	6	2025
1039	oh	AY.59	5.5557	a78	12/6/2025	12	6	2025
1040	oh	AY.61	5.5557	a78	12/6/2025	12	6	2025
1041	oh	AY.67	5.5557	a78	12/6/2025	12	6	2025
1042	oh	AY.71	5.5557	a78	12/6/2025	12	6	2025
1043	oh	AY.75	5.5557	a78	12/6/2025	12	6	2025
1044	oh	AY.75.2	5.5557	a78	12/6/2025	12	6	2025
1045	oh	AY.77	3.0478	a78	12/6/2025	12	6	2025
1046	oh	AY.80	3.0478	a78	12/6/2025	12	6	2025
1047	oh	AY.98	3.0478	a78	12/6/2025	12	6	2025
1048	oh	B.1.617.2	10.3773	a78	12/6/2025	12	6	2025
1049	ok	AY.111	3.0478	a57	11/29/2025	11	29	2025
1050	ok	AY.119	3.0478	a57	11/29/2025	11	29	2025
1051	ok	AY.119.2	3.0478	a57	11/29/2025	11	29	2025
1052	ok	AY.124	3.0478	a57	11/29/2025	11	29	2025
1053	ok	AY.127	3.0478	a57	11/29/2025	11	29	2025
1054	ok	AY.26	5.5557	a57	11/29/2025	11	29	2025
1055	ok	AY.33	3.0478	a57	11/29/2025	11	29	2025
1056	ok	AY.38	5.5557	a57	11/29/2025	11	29	2025
1057	ok	AY.4	3.0478	a57	11/29/2025	11	29	2025
1058	ok	AY.4.3	3.0478	a57	11/29/2025	11	29	2025
1059	ok	AY.44	3.0478	a57	11/29/2025	11	29	2025
1060	ok	AY.45	3.0478	a57	11/29/2025	11	29	2025
1061	ok	AY.58	5.5557	a57	11/29/2025	11	29	2025
1062	ok	AY.59	5.5557	a57	11/29/2025	11	29	2025
1063	ok	AY.61	5.5557	a57	11/29/2025	11	29	2025
1064	ok	AY.67	5.5557	a57	11/29/2025	11	29	2025
1065	ok	AY.71	5.5557	a57	11/29/2025	11	29	2025
1066	ok	AY.75	5.5557	a57	11/29/2025	11	29	2025
1067	ok	AY.75.2	5.5557	a57	11/29/2025	11	29	2025
1068	ok	AY.77	3.0478	a57	11/29/2025	11	29	2025
1069	ok	AY.80	3.0478	a57	11/29/2025	11	29	2025
1070	ok	AY.98	3.0478	a57	11/29/2025	11	29	2025
1071	ok	B.1.617.2	10.3773	a57	11/29/2025	11	29	2025
1072	or	AY.1	9.4383	a1	11/15/2025	11	15	2025
1073	or	AY.106	9.4383	a1	11/15/2025	11	15	2025
1074	or	AY.38	0.4657	a1	11/15/2025	11	15	2025
1075	or	AY.39	9.4383	a1	11/15/2025	11	15	2025
1076	or	AY.44	9.4383	a1	11/15/2025	11	15	2025
1077	or	AY.47	59.4513	a1	11/15/2025	11	15	2025
1078	or	AY.57	0.9328	a1	11/15/2025	11	15	2025
1079	or	AY.58	0.4657	a1	11/15/2025	11	15	2025
1080	or	AY.75	0.4657	a1	11/15/2025	11	15	2025
1081	or	AY.9	0.4656	a1	11/15/2025	11	15	2025
1082	or	AY.111	3.0478	a23	11/22/2025	11	22	2025
1083	or	AY.119	3.0478	a23	11/22/2025	11	22	2025
1084	or	AY.119.2	3.0478	a23	11/22/2025	11	22	2025
1085	or	AY.124	3.0478	a23	11/22/2025	11	22	2025
1086	or	AY.127	3.0478	a23	11/22/2025	11	22	2025
1087	or	AY.26	5.5557	a23	11/22/2025	11	22	2025
1088	or	AY.33	3.0478	a23	11/22/2025	11	22	2025
1089	or	AY.38	5.5557	a23	11/22/2025	11	22	2025
1090	or	AY.4	3.0478	a23	11/22/2025	11	22	2025
1091	or	AY.4.3	3.0478	a23	11/22/2025	11	22	2025
1092	or	AY.44	3.0478	a23	11/22/2025	11	22	2025
1093	or	AY.45	3.0478	a23	11/22/2025	11	22	2025
1094	or	AY.58	5.5557	a23	11/22/2025	11	22	2025
1095	or	AY.59	5.5557	a23	11/22/2025	11	22	2025
1096	or	AY.61	5.5557	a23	11/22/2025	11	22	2025
1097	or	AY.67	5.5557	a23	11/22/2025	11	22	2025
1098	or	AY.71	5.5557	a23	11/22/2025	11	22	2025
1099	or	AY.75	5.5557	a23	11/22/2025	11	22	2025
1100	or	AY.75.2	5.5557	a23	11/22/2025	11	22	2025
1101	or	AY.77	3.0478	a23	11/22/2025	11	22	2025
1102	or	AY.80	3.0478	a23	11/22/2025	11	22	2025
1103	or	AY.98	3.0478	a23	11/22/2025	11	22	2025
1104	or	B.1.617.2	10.3773	a23	11/22/2025	11	22	2025
1105	or	AY.111	3.0478	a58	11/29/2025	11	29	2025
1106	or	AY.119	3.0478	a58	11/29/2025	11	29	2025
1107	or	AY.119.2	3.0478	a58	11/29/2025	11	29	2025
1108	or	AY.124	3.0478	a58	11/29/2025	11	29	2025
1109	or	AY.127	3.0478	a58	11/29/2025	11	29	2025
1110	or	AY.26	5.5557	a58	11/29/2025	11	29	2025
1111	or	AY.33	3.0478	a58	11/29/2025	11	29	2025
1112	or	AY.38	5.5557	a58	11/29/2025	11	29	2025
1113	or	AY.4	3.0478	a58	11/29/2025	11	29	2025
1114	or	AY.4.3	3.0478	a58	11/29/2025	11	29	2025
1115	or	AY.44	3.0478	a58	11/29/2025	11	29	2025
1116	or	AY.45	3.0478	a58	11/29/2025	11	29	2025
1117	or	AY.58	5.5557	a58	11/29/2025	11	29	2025
1118	or	AY.59	5.5557	a58	11/29/2025	11	29	2025
1119	or	AY.61	5.5557	a58	11/29/2025	11	29	2025
1120	or	AY.67	5.5557	a58	11/29/2025	11	29	2025
1121	or	AY.71	5.5557	a58	11/29/2025	11	29	2025
1122	or	AY.75	5.5557	a58	11/29/2025	11	29	2025
1123	or	AY.75.2	5.5557	a58	11/29/2025	11	29	2025
1124	or	AY.77	3.0478	a58	11/29/2025	11	29	2025
1125	or	AY.80	3.0478	a58	11/29/2025	11	29	2025
1126	or	AY.98	3.0478	a58	11/29/2025	11	29	2025
1127	or	B.1.617.2	10.3773	a58	11/29/2025	11	29	2025
1128	pa	AY.111	3.0478	a24	11/22/2025	11	22	2025
1129	pa	AY.119	3.0478	a24	11/22/2025	11	22	2025
1130	pa	AY.119.2	3.0478	a24	11/22/2025	11	22	2025
1131	pa	AY.124	3.0478	a24	11/22/2025	11	22	2025
1132	pa	AY.127	3.0478	a24	11/22/2025	11	22	2025
1133	pa	AY.26	5.5557	a24	11/22/2025	11	22	2025
1134	pa	AY.33	3.0478	a24	11/22/2025	11	22	2025
1135	pa	AY.38	5.5557	a24	11/22/2025	11	22	2025
1136	pa	AY.4	3.0478	a24	11/22/2025	11	22	2025
1137	pa	AY.4.3	3.0478	a24	11/22/2025	11	22	2025
1138	pa	AY.44	3.0478	a24	11/22/2025	11	22	2025
1139	pa	AY.45	3.0478	a24	11/22/2025	11	22	2025
1140	pa	AY.58	5.5557	a24	11/22/2025	11	22	2025
1141	pa	AY.59	5.5557	a24	11/22/2025	11	22	2025
1142	pa	AY.61	5.5557	a24	11/22/2025	11	22	2025
1143	pa	AY.67	5.5557	a24	11/22/2025	11	22	2025
1144	pa	AY.71	5.5557	a24	11/22/2025	11	22	2025
1145	pa	AY.75	5.5557	a24	11/22/2025	11	22	2025
1146	pa	AY.75.2	5.5557	a24	11/22/2025	11	22	2025
1147	pa	AY.77	3.0478	a24	11/22/2025	11	22	2025
1148	pa	AY.80	3.0478	a24	11/22/2025	11	22	2025
1149	pa	AY.98	3.0478	a24	11/22/2025	11	22	2025
1150	pa	B.1.617.2	10.3773	a24	11/22/2025	11	22	2025
1151	pa	AY.111	3.0478	a59	11/29/2025	11	29	2025
1152	pa	AY.119	3.0478	a59	11/29/2025	11	29	2025
1153	pa	AY.119.2	3.0478	a59	11/29/2025	11	29	2025
1154	pa	AY.124	3.0478	a59	11/29/2025	11	29	2025
1155	pa	AY.127	3.0478	a59	11/29/2025	11	29	2025
1156	pa	AY.26	5.5557	a59	11/29/2025	11	29	2025
1157	pa	AY.33	3.0478	a59	11/29/2025	11	29	2025
1158	pa	AY.38	5.5557	a59	11/29/2025	11	29	2025
1159	pa	AY.4	3.0478	a59	11/29/2025	11	29	2025
1160	pa	AY.4.3	3.0478	a59	11/29/2025	11	29	2025
1161	pa	AY.44	3.0478	a59	11/29/2025	11	29	2025
1162	pa	AY.45	3.0478	a59	11/29/2025	11	29	2025
1163	pa	AY.58	5.5557	a59	11/29/2025	11	29	2025
1164	pa	AY.59	5.5557	a59	11/29/2025	11	29	2025
1165	pa	AY.61	5.5557	a59	11/29/2025	11	29	2025
1166	pa	AY.67	5.5557	a59	11/29/2025	11	29	2025
1167	pa	AY.71	5.5557	a59	11/29/2025	11	29	2025
1168	pa	AY.75	5.5557	a59	11/29/2025	11	29	2025
1169	pa	AY.75.2	5.5557	a59	11/29/2025	11	29	2025
1170	pa	AY.77	3.0478	a59	11/29/2025	11	29	2025
1171	pa	AY.80	3.0478	a59	11/29/2025	11	29	2025
1172	pa	AY.98	3.0478	a59	11/29/2025	11	29	2025
1173	pa	B.1.617.2	10.3773	a59	11/29/2025	11	29	2025
1174	pa	AY.111	3.0478	a79	12/6/2025	12	6	2025
1175	pa	AY.119	3.0478	a79	12/6/2025	12	6	2025
1176	pa	AY.119.2	3.0478	a79	12/6/2025	12	6	2025
1177	pa	AY.124	3.0478	a79	12/6/2025	12	6	2025
1178	pa	AY.127	3.0478	a79	12/6/2025	12	6	2025
1179	pa	AY.26	5.5557	a79	12/6/2025	12	6	2025
1180	pa	AY.33	3.0478	a79	12/6/2025	12	6	2025
1181	pa	AY.38	5.5557	a79	12/6/2025	12	6	2025
1182	pa	AY.4	3.0478	a79	12/6/2025	12	6	2025
1183	pa	AY.4.3	3.0478	a79	12/6/2025	12	6	2025
1184	pa	AY.44	3.0478	a79	12/6/2025	12	6	2025
1185	pa	AY.45	3.0478	a79	12/6/2025	12	6	2025
1186	pa	AY.58	5.5557	a79	12/6/2025	12	6	2025
1187	pa	AY.59	5.5557	a79	12/6/2025	12	6	2025
1188	pa	AY.61	5.5557	a79	12/6/2025	12	6	2025
1189	pa	AY.67	5.5557	a79	12/6/2025	12	6	2025
1190	pa	AY.71	5.5557	a79	12/6/2025	12	6	2025
1191	pa	AY.75	5.5557	a79	12/6/2025	12	6	2025
1192	pa	AY.75.2	5.5557	a79	12/6/2025	12	6	2025
1193	pa	AY.77	3.0478	a79	12/6/2025	12	6	2025
1194	pa	AY.80	3.0478	a79	12/6/2025	12	6	2025
1195	pa	AY.98	3.0478	a79	12/6/2025	12	6	2025
1196	pa	B.1.617.2	10.3773	a79	12/6/2025	12	6	2025
1197	ri	AY.118	0.3143	a2	11/15/2025	11	15	2025
1198	ri	AY.122	0.4109	a2	11/15/2025	11	15	2025
1199	ri	AY.34	0.1804	a2	11/15/2025	11	15	2025
1200	ri	AY.47	98.8622	a2	11/15/2025	11	15	2025
1201	ri	AY.57	0.1103	a2	11/15/2025	11	15	2025
1202	ri	AY.62	0.1219	a2	11/15/2025	11	15	2025
1203	ri	AY.111	3.0478	a25	11/22/2025	11	22	2025
1204	ri	AY.119	3.0478	a25	11/22/2025	11	22	2025
1205	ri	AY.119.2	3.0478	a25	11/22/2025	11	22	2025
1206	ri	AY.124	3.0478	a25	11/22/2025	11	22	2025
1207	ri	AY.127	3.0478	a25	11/22/2025	11	22	2025
1208	ri	AY.26	5.5557	a25	11/22/2025	11	22	2025
1209	ri	AY.33	3.0478	a25	11/22/2025	11	22	2025
1210	ri	AY.38	5.5557	a25	11/22/2025	11	22	2025
1211	ri	AY.4	3.0478	a25	11/22/2025	11	22	2025
1212	ri	AY.4.3	3.0478	a25	11/22/2025	11	22	2025
1213	ri	AY.44	3.0478	a25	11/22/2025	11	22	2025
1214	ri	AY.45	3.0478	a25	11/22/2025	11	22	2025
1215	ri	AY.58	5.5557	a25	11/22/2025	11	22	2025
1216	ri	AY.59	5.5557	a25	11/22/2025	11	22	2025
1217	ri	AY.61	5.5557	a25	11/22/2025	11	22	2025
1218	ri	AY.67	5.5557	a25	11/22/2025	11	22	2025
1219	ri	AY.71	5.5557	a25	11/22/2025	11	22	2025
1220	ri	AY.75	5.5557	a25	11/22/2025	11	22	2025
1221	ri	AY.75.2	5.5557	a25	11/22/2025	11	22	2025
1222	ri	AY.77	3.0478	a25	11/22/2025	11	22	2025
1223	ri	AY.80	3.0478	a25	11/22/2025	11	22	2025
1224	ri	AY.98	3.0478	a25	11/22/2025	11	22	2025
1225	ri	B.1.617.2	10.3773	a25	11/22/2025	11	22	2025
1226	ri	AY.111	3.0478	a60	11/29/2025	11	29	2025
1227	ri	AY.119	3.0478	a60	11/29/2025	11	29	2025
1228	ri	AY.119.2	3.0478	a60	11/29/2025	11	29	2025
1229	ri	AY.124	3.0478	a60	11/29/2025	11	29	2025
1230	ri	AY.127	3.0478	a60	11/29/2025	11	29	2025
1231	ri	AY.26	5.5557	a60	11/29/2025	11	29	2025
1232	ri	AY.33	3.0478	a60	11/29/2025	11	29	2025
1233	ri	AY.38	5.5557	a60	11/29/2025	11	29	2025
1234	ri	AY.4	3.0478	a60	11/29/2025	11	29	2025
1235	ri	AY.4.3	3.0478	a60	11/29/2025	11	29	2025
1236	ri	AY.44	3.0478	a60	11/29/2025	11	29	2025
1237	ri	AY.45	3.0478	a60	11/29/2025	11	29	2025
1238	ri	AY.58	5.5557	a60	11/29/2025	11	29	2025
1239	ri	AY.59	5.5557	a60	11/29/2025	11	29	2025
1240	ri	AY.61	5.5557	a60	11/29/2025	11	29	2025
1241	ri	AY.67	5.5557	a60	11/29/2025	11	29	2025
1242	ri	AY.71	5.5557	a60	11/29/2025	11	29	2025
1243	ri	AY.75	5.5557	a60	11/29/2025	11	29	2025
1244	ri	AY.75.2	5.5557	a60	11/29/2025	11	29	2025
1245	ri	AY.77	3.0478	a60	11/29/2025	11	29	2025
1246	ri	AY.80	3.0478	a60	11/29/2025	11	29	2025
1247	ri	AY.98	3.0478	a60	11/29/2025	11	29	2025
1248	ri	B.1.617.2	10.3773	a60	11/29/2025	11	29	2025
1249	ri	AY.111	3.0478	a80	12/6/2025	12	6	2025
1250	ri	AY.119	3.0478	a80	12/6/2025	12	6	2025
1251	ri	AY.119.2	3.0478	a80	12/6/2025	12	6	2025
1252	ri	AY.124	3.0478	a80	12/6/2025	12	6	2025
1253	ri	AY.127	3.0478	a80	12/6/2025	12	6	2025
1254	ri	AY.26	5.5557	a80	12/6/2025	12	6	2025
1255	ri	AY.33	3.0478	a80	12/6/2025	12	6	2025
1256	ri	AY.38	5.5557	a80	12/6/2025	12	6	2025
1257	ri	AY.4	3.0478	a80	12/6/2025	12	6	2025
1258	ri	AY.4.3	3.0478	a80	12/6/2025	12	6	2025
1259	ri	AY.44	3.0478	a80	12/6/2025	12	6	2025
1260	ri	AY.45	3.0478	a80	12/6/2025	12	6	2025
1261	ri	AY.58	5.5557	a80	12/6/2025	12	6	2025
1262	ri	AY.59	5.5557	a80	12/6/2025	12	6	2025
1263	ri	AY.61	5.5557	a80	12/6/2025	12	6	2025
1264	ri	AY.67	5.5557	a80	12/6/2025	12	6	2025
1265	ri	AY.71	5.5557	a80	12/6/2025	12	6	2025
1266	ri	AY.75	5.5557	a80	12/6/2025	12	6	2025
1267	ri	AY.75.2	5.5557	a80	12/6/2025	12	6	2025
1268	ri	AY.77	3.0478	a80	12/6/2025	12	6	2025
1269	ri	AY.80	3.0478	a80	12/6/2025	12	6	2025
1270	ri	AY.98	3.0478	a80	12/6/2025	12	6	2025
1271	ri	B.1.617.2	10.3773	a80	12/6/2025	12	6	2025
1272	sc	AY.111	3.0478	a26	11/22/2025	11	22	2025
1273	sc	AY.119	3.0478	a26	11/22/2025	11	22	2025
1274	sc	AY.119.2	3.0478	a26	11/22/2025	11	22	2025
1275	sc	AY.124	3.0478	a26	11/22/2025	11	22	2025
1276	sc	AY.127	3.0478	a26	11/22/2025	11	22	2025
1277	sc	AY.26	5.5557	a26	11/22/2025	11	22	2025
1278	sc	AY.33	3.0478	a26	11/22/2025	11	22	2025
1279	sc	AY.38	5.5557	a26	11/22/2025	11	22	2025
1280	sc	AY.4	3.0478	a26	11/22/2025	11	22	2025
1281	sc	AY.4.3	3.0478	a26	11/22/2025	11	22	2025
1282	sc	AY.44	3.0478	a26	11/22/2025	11	22	2025
1283	sc	AY.45	3.0478	a26	11/22/2025	11	22	2025
1284	sc	AY.58	5.5557	a26	11/22/2025	11	22	2025
1285	sc	AY.59	5.5557	a26	11/22/2025	11	22	2025
1286	sc	AY.61	5.5557	a26	11/22/2025	11	22	2025
1287	sc	AY.67	5.5557	a26	11/22/2025	11	22	2025
1288	sc	AY.71	5.5557	a26	11/22/2025	11	22	2025
1289	sc	AY.75	5.5557	a26	11/22/2025	11	22	2025
1290	sc	AY.75.2	5.5557	a26	11/22/2025	11	22	2025
1291	sc	AY.77	3.0478	a26	11/22/2025	11	22	2025
